Comunidades y Ciudades Autónomas	Viajeros y pernoctaciones	Residencia	Periodo	Total
01 Andalucía	Pernoctaciones	Residentes en España	2020M07	496.972
01 Andalucía	Pernoctaciones	Residentes en España	2020M06	78.323
01 Andalucía	Pernoctaciones	Residentes en España	2020M05	.
01 Andalucía	Pernoctaciones	Residentes en España	2020M04	0
01 Andalucía	Pernoctaciones	Residentes en España	2020M03	48.851
01 Andalucía	Pernoctaciones	Residentes en España	2020M02	163.508
01 Andalucía	Pernoctaciones	Residentes en España	2020M01	135.286
01 Andalucía	Pernoctaciones	Residentes en España	2019M12	199.890
01 Andalucía	Pernoctaciones	Residentes en España	2019M11	137.605
01 Andalucía	Pernoctaciones	Residentes en España	2019M10	169.026
01 Andalucía	Pernoctaciones	Residentes en España	2019M09	442.440
01 Andalucía	Pernoctaciones	Residentes en España	2019M08	927.735
01 Andalucía	Pernoctaciones	Residentes en España	2019M07	707.771
01 Andalucía	Pernoctaciones	Residentes en España	2019M06	404.256
01 Andalucía	Pernoctaciones	Residentes en España	2019M05	272.072
01 Andalucía	Pernoctaciones	Residentes en España	2019M04	288.740
01 Andalucía	Pernoctaciones	Residentes en España	2019M03	182.512
01 Andalucía	Pernoctaciones	Residentes en España	2019M02	140.924
01 Andalucía	Pernoctaciones	Residentes en España	2019M01	133.125
01 Andalucía	Pernoctaciones	Residentes en España	2018M12	205.894
01 Andalucía	Pernoctaciones	Residentes en España	2018M11	133.926
01 Andalucía	Pernoctaciones	Residentes en España	2018M10	172.428
01 Andalucía	Pernoctaciones	Residentes en España	2018M09	409.006
01 Andalucía	Pernoctaciones	Residentes en España	2018M08	818.059
01 Andalucía	Pernoctaciones	Residentes en España	2018M07	668.350
01 Andalucía	Pernoctaciones	Residentes en España	2018M06	347.107
01 Andalucía	Pernoctaciones	Residentes en España	2018M05	204.539
01 Andalucía	Pernoctaciones	Residentes en España	2018M04	202.006
01 Andalucía	Pernoctaciones	Residentes en España	2018M03	213.643
01 Andalucía	Pernoctaciones	Residentes en España	2018M02	120.390
01 Andalucía	Pernoctaciones	Residentes en España	2018M01	112.215
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2021M08	376.393
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2021M07	285.927
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2021M06	133.416
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2021M05	77.397
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2021M04	44.023
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2021M03	45.501
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2021M02	28.078
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2021M01	33.534
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M12	32.911
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M11	26.010
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M10	63.621
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M09	82.000
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M08	191.767
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M07	118.876
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M06	7.861
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M05	.
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M04	0
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M03	181.909
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M02	405.683
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2020M01	339.367
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M12	320.733
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M11	383.190
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M10	674.534
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M09	675.925
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M08	791.393
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M07	771.221
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M06	692.200
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M05	616.292
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M04	599.235
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M03	479.069
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M02	402.287
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2019M01	353.312
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M12	319.095
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M11	380.588
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M10	662.197
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M09	671.431
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M08	795.802
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M07	762.379
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M06	656.545
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M05	634.908
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M04	617.053
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M03	458.433
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M02	406.469
01 Andalucía	Pernoctaciones	Residentes en el Extranjero	2018M01	341.068
02 Aragón	Viajero	Total 	2021M08	32.168
02 Aragón	Viajero	Total 	2021M07	25.867
02 Aragón	Viajero	Total 	2021M06	14.791
02 Aragón	Viajero	Total 	2021M05	7.431
02 Aragón	Viajero	Total 	2021M04	5.994
02 Aragón	Viajero	Total 	2021M03	4.314
02 Aragón	Viajero	Total 	2021M02	1.858
02 Aragón	Viajero	Total 	2021M01	1.604
02 Aragón	Viajero	Total 	2020M12	2.255
02 Aragón	Viajero	Total 	2020M11	958
02 Aragón	Viajero	Total 	2020M10	12.710
02 Aragón	Viajero	Total 	2020M09	11.500
02 Aragón	Viajero	Total 	2020M08	19.778
02 Aragón	Viajero	Total 	2020M07	17.000
02 Aragón	Viajero	Total 	2020M06	5.194
02 Aragón	Viajero	Total 	2020M05	560
02 Aragón	Viajero	Total 	2020M04	0
02 Aragón	Viajero	Total 	2020M03	6.246
02 Aragón	Viajero	Total 	2020M02	18.767
02 Aragón	Viajero	Total 	2020M01	14.561
02 Aragón	Viajero	Total 	2019M12	17.943
02 Aragón	Viajero	Total 	2019M11	11.346
02 Aragón	Viajero	Total 	2019M10	15.663
02 Aragón	Viajero	Total 	2019M09	15.864
02 Aragón	Viajero	Total 	2019M08	27.986
02 Aragón	Viajero	Total 	2019M07	19.899
02 Aragón	Viajero	Total 	2019M06	16.175
02 Aragón	Viajero	Total 	2019M05	13.029
02 Aragón	Viajero	Total 	2019M04	18.143
02 Aragón	Viajero	Total 	2019M03	17.469
02 Aragón	Viajero	Total 	2019M02	14.874
02 Aragón	Viajero	Total 	2019M01	9.193
02 Aragón	Viajero	Total 	2018M12	15.430
02 Aragón	Viajero	Total 	2018M11	11.796
02 Aragón	Viajero	Total 	2018M10	16.449
02 Aragón	Viajero	Total 	2018M09	15.808
02 Aragón	Viajero	Total 	2018M08	28.143
02 Aragón	Viajero	Total 	2018M07	18.757
02 Aragón	Viajero	Total 	2018M06	14.558
02 Aragón	Viajero	Total 	2018M05	15.389
02 Aragón	Viajero	Total 	2018M04	19.136
02 Aragón	Viajero	Total 	2018M03	19.658
02 Aragón	Viajero	Total 	2018M02	16.689
02 Aragón	Viajero	Total 	2018M01	13.415
02 Aragón	Viajero	Residentes en España	2021M08	29.032
02 Aragón	Viajero	Residentes en España	2021M07	23.391
02 Aragón	Viajero	Residentes en España	2021M06	14.212
02 Aragón	Viajero	Residentes en España	2021M05	6.983
02 Aragón	Viajero	Residentes en España	2021M04	5.913
02 Aragón	Viajero	Residentes en España	2021M03	4.209
02 Aragón	Viajero	Residentes en España	2021M02	1.803
02 Aragón	Viajero	Residentes en España	2021M01	1.522
02 Aragón	Viajero	Residentes en España	2020M12	2.153
02 Aragón	Viajero	Residentes en España	2020M11	867
02 Aragón	Viajero	Residentes en España	2020M10	11.838
02 Aragón	Viajero	Residentes en España	2020M09	11.195
02 Aragón	Viajero	Residentes en España	2020M08	18.771
02 Aragón	Viajero	Residentes en España	2020M07	16.236
02 Aragón	Viajero	Residentes en España	2020M06	4.945
02 Aragón	Viajero	Residentes en España	2020M05	.
02 Aragón	Viajero	Residentes en España	2020M04	0
02 Aragón	Viajero	Residentes en España	2020M03	5.695
02 Aragón	Viajero	Residentes en España	2020M02	17.159
02 Aragón	Viajero	Residentes en España	2020M01	13.157
02 Aragón	Viajero	Residentes en España	2019M12	16.920
02 Aragón	Viajero	Residentes en España	2019M11	10.169
02 Aragón	Viajero	Residentes en España	2019M10	13.674
02 Aragón	Viajero	Residentes en España	2019M09	12.911
02 Aragón	Viajero	Residentes en España	2019M08	23.932
02 Aragón	Viajero	Residentes en España	2019M07	15.496
02 Aragón	Viajero	Residentes en España	2019M06	13.513
02 Aragón	Viajero	Residentes en España	2019M05	10.627
02 Aragón	Viajero	Residentes en España	2019M04	15.638
02 Aragón	Viajero	Residentes en España	2019M03	15.802
02 Aragón	Viajero	Residentes en España	2019M02	13.559
02 Aragón	Viajero	Residentes en España	2019M01	8.204
02 Aragón	Viajero	Residentes en España	2018M12	14.264
02 Aragón	Viajero	Residentes en España	2018M11	10.865
02 Aragón	Viajero	Residentes en España	2018M10	14.570
02 Aragón	Viajero	Residentes en España	2018M09	12.970
02 Aragón	Viajero	Residentes en España	2018M08	23.310
02 Aragón	Viajero	Residentes en España	2018M07	15.636
02 Aragón	Viajero	Residentes en España	2018M06	11.856
02 Aragón	Viajero	Residentes en España	2018M05	12.368
02 Aragón	Viajero	Residentes en España	2018M04	16.939
02 Aragón	Viajero	Residentes en España	2018M03	18.195
02 Aragón	Viajero	Residentes en España	2018M02	15.410
02 Aragón	Viajero	Residentes en España	2018M01	12.621
02 Aragón	Viajero	Residentes en el Extranjero	2021M08	3.136
02 Aragón	Viajero	Residentes en el Extranjero	2021M07	2.477
02 Aragón	Viajero	Residentes en el Extranjero	2021M06	579
02 Aragón	Viajero	Residentes en el Extranjero	2021M05	448
02 Aragón	Viajero	Residentes en el Extranjero	2021M04	81
02 Aragón	Viajero	Residentes en el Extranjero	2021M03	104
02 Aragón	Viajero	Residentes en el Extranjero	2021M02	55
02 Aragón	Viajero	Residentes en el Extranjero	2021M01	82
02 Aragón	Viajero	Residentes en el Extranjero	2020M12	102
02 Aragón	Viajero	Residentes en el Extranjero	2020M11	91
02 Aragón	Viajero	Residentes en el Extranjero	2020M10	872
02 Aragón	Viajero	Residentes en el Extranjero	2020M09	305
02 Aragón	Viajero	Residentes en el Extranjero	2020M08	1.007
02 Aragón	Viajero	Residentes en el Extranjero	2020M07	763
02 Aragón	Viajero	Residentes en el Extranjero	2020M06	248
02 Aragón	Viajero	Residentes en el Extranjero	2020M05	.
02 Aragón	Viajero	Residentes en el Extranjero	2020M04	0
02 Aragón	Viajero	Residentes en el Extranjero	2020M03	550
02 Aragón	Viajero	Residentes en el Extranjero	2020M02	1.608
02 Aragón	Viajero	Residentes en el Extranjero	2020M01	1.404
02 Aragón	Viajero	Residentes en el Extranjero	2019M12	1.023
02 Aragón	Viajero	Residentes en el Extranjero	2019M11	1.178
02 Aragón	Viajero	Residentes en el Extranjero	2019M10	1.989
02 Aragón	Viajero	Residentes en el Extranjero	2019M09	2.954
02 Aragón	Viajero	Residentes en el Extranjero	2019M08	4.055
02 Aragón	Viajero	Residentes en el Extranjero	2019M07	4.403
02 Aragón	Viajero	Residentes en el Extranjero	2019M06	2.663
02 Aragón	Viajero	Residentes en el Extranjero	2019M05	2.402
02 Aragón	Viajero	Residentes en el Extranjero	2019M04	2.505
02 Aragón	Viajero	Residentes en el Extranjero	2019M03	1.667
02 Aragón	Viajero	Residentes en el Extranjero	2019M02	1.315
02 Aragón	Viajero	Residentes en el Extranjero	2019M01	989
02 Aragón	Viajero	Residentes en el Extranjero	2018M12	1.165
02 Aragón	Viajero	Residentes en el Extranjero	2018M11	931
02 Aragón	Viajero	Residentes en el Extranjero	2018M10	1.879
02 Aragón	Viajero	Residentes en el Extranjero	2018M09	2.838
02 Aragón	Viajero	Residentes en el Extranjero	2018M08	4.833
02 Aragón	Viajero	Residentes en el Extranjero	2018M07	3.121
02 Aragón	Viajero	Residentes en el Extranjero	2018M06	2.702
02 Aragón	Viajero	Residentes en el Extranjero	2018M05	3.021
02 Aragón	Viajero	Residentes en el Extranjero	2018M04	2.197
02 Aragón	Viajero	Residentes en el Extranjero	2018M03	1.463
02 Aragón	Viajero	Residentes en el Extranjero	2018M02	1.278
02 Aragón	Viajero	Residentes en el Extranjero	2018M01	793
02 Aragón	Pernoctaciones	Total 	2021M08	130.990
02 Aragón	Pernoctaciones	Total 	2021M07	86.270
02 Aragón	Pernoctaciones	Total 	2021M06	39.045
02 Aragón	Pernoctaciones	Total 	2021M05	19.857
02 Aragón	Pernoctaciones	Total 	2021M04	17.895
02 Aragón	Pernoctaciones	Total 	2021M03	14.398
02 Aragón	Pernoctaciones	Total 	2021M02	7.011
02 Aragón	Pernoctaciones	Total 	2021M01	6.903
02 Aragón	Pernoctaciones	Total 	2020M12	8.189
02 Aragón	Pernoctaciones	Total 	2020M11	6.643
02 Aragón	Pernoctaciones	Total 	2020M10	35.574
02 Aragón	Pernoctaciones	Total 	2020M09	36.817
02 Aragón	Pernoctaciones	Total 	2020M08	96.828
02 Aragón	Pernoctaciones	Total 	2020M07	63.923
02 Aragón	Pernoctaciones	Total 	2020M06	17.044
02 Aragón	Pernoctaciones	Total 	2020M05	6.817
02 Aragón	Pernoctaciones	Total 	2020M04	0
02 Aragón	Pernoctaciones	Total 	2020M03	19.963
02 Aragón	Pernoctaciones	Total 	2020M02	53.685
02 Aragón	Pernoctaciones	Total 	2020M01	45.230
02 Aragón	Pernoctaciones	Total 	2019M12	53.725
02 Aragón	Pernoctaciones	Total 	2019M11	29.214
02 Aragón	Pernoctaciones	Total 	2019M10	39.846
02 Aragón	Pernoctaciones	Total 	2019M09	47.306
02 Aragón	Pernoctaciones	Total 	2019M08	109.714
02 Aragón	Pernoctaciones	Total 	2019M07	69.386
02 Aragón	Pernoctaciones	Total 	2019M06	45.071
02 Aragón	Pernoctaciones	Total 	2019M05	33.467
02 Aragón	Pernoctaciones	Total 	2019M04	53.042
02 Aragón	Pernoctaciones	Total 	2019M03	45.078
02 Aragón	Pernoctaciones	Total 	2019M02	39.816
02 Aragón	Pernoctaciones	Total 	2019M01	27.081
02 Aragón	Pernoctaciones	Total 	2018M12	47.265
02 Aragón	Pernoctaciones	Total 	2018M11	30.951
02 Aragón	Pernoctaciones	Total 	2018M10	44.912
02 Aragón	Pernoctaciones	Total 	2018M09	50.258
02 Aragón	Pernoctaciones	Total 	2018M08	114.961
02 Aragón	Pernoctaciones	Total 	2018M07	64.785
02 Aragón	Pernoctaciones	Total 	2018M06	40.702
02 Aragón	Pernoctaciones	Total 	2018M05	41.056
02 Aragón	Pernoctaciones	Total 	2018M04	48.138
02 Aragón	Pernoctaciones	Total 	2018M03	53.210
02 Aragón	Pernoctaciones	Total 	2018M02	44.166
02 Aragón	Pernoctaciones	Total 	2018M01	46.482
02 Aragón	Pernoctaciones	Residentes en España	2021M08	118.086
02 Aragón	Pernoctaciones	Residentes en España	2021M07	77.743
02 Aragón	Pernoctaciones	Residentes en España	2021M06	36.617
02 Aragón	Pernoctaciones	Residentes en España	2021M05	18.127
02 Aragón	Pernoctaciones	Residentes en España	2021M04	17.013
02 Aragón	Pernoctaciones	Residentes en España	2021M03	13.423
02 Aragón	Pernoctaciones	Residentes en España	2021M02	6.655
02 Aragón	Pernoctaciones	Residentes en España	2021M01	6.231
02 Aragón	Pernoctaciones	Residentes en España	2020M12	7.473
02 Aragón	Pernoctaciones	Residentes en España	2020M11	5.552
02 Aragón	Pernoctaciones	Residentes en España	2020M10	31.956
02 Aragón	Pernoctaciones	Residentes en España	2020M09	34.909
02 Aragón	Pernoctaciones	Residentes en España	2020M08	91.815
02 Aragón	Pernoctaciones	Residentes en España	2020M07	59.094
02 Aragón	Pernoctaciones	Residentes en España	2020M06	14.721
02 Aragón	Pernoctaciones	Residentes en España	2020M05	.
02 Aragón	Pernoctaciones	Residentes en España	2020M04	0
02 Aragón	Pernoctaciones	Residentes en España	2020M03	16.437
02 Aragón	Pernoctaciones	Residentes en España	2020M02	47.057
02 Aragón	Pernoctaciones	Residentes en España	2020M01	40.633
02 Aragón	Pernoctaciones	Residentes en España	2019M12	49.740
02 Aragón	Pernoctaciones	Residentes en España	2019M11	24.543
02 Aragón	Pernoctaciones	Residentes en España	2019M10	32.350
02 Aragón	Pernoctaciones	Residentes en España	2019M09	36.089
02 Aragón	Pernoctaciones	Residentes en España	2019M08	94.240
02 Aragón	Pernoctaciones	Residentes en España	2019M07	53.486
02 Aragón	Pernoctaciones	Residentes en España	2019M06	35.061
02 Aragón	Pernoctaciones	Residentes en España	2019M05	24.823
02 Aragón	Pernoctaciones	Residentes en España	2019M04	43.921
02 Aragón	Pernoctaciones	Residentes en España	2019M03	36.783
02 Aragón	Pernoctaciones	Residentes en España	2019M02	33.241
02 Aragón	Pernoctaciones	Residentes en España	2019M01	23.027
02 Aragón	Pernoctaciones	Residentes en España	2018M12	43.184
02 Aragón	Pernoctaciones	Residentes en España	2018M11	26.436
02 Aragón	Pernoctaciones	Residentes en España	2018M10	37.166
02 Aragón	Pernoctaciones	Residentes en España	2018M09	38.261
02 Aragón	Pernoctaciones	Residentes en España	2018M08	96.921
02 Aragón	Pernoctaciones	Residentes en España	2018M07	53.732
02 Aragón	Pernoctaciones	Residentes en España	2018M06	31.416
02 Aragón	Pernoctaciones	Residentes en España	2018M05	31.017
02 Aragón	Pernoctaciones	Residentes en España	2018M04	40.572
02 Aragón	Pernoctaciones	Residentes en España	2018M03	47.301
02 Aragón	Pernoctaciones	Residentes en España	2018M02	38.768
02 Aragón	Pernoctaciones	Residentes en España	2018M01	41.527
02 Aragón	Pernoctaciones	Residentes en el Extranjero	2021M08	12.904
02 Aragón	Pernoctaciones	Residentes en el Extranjero	2021M07	8.527
02 Aragón	Pernoctaciones	Residentes en el Extranjero	2021M06	2.428
02 Aragón	Pernoctaciones	Residentes en el Extranjero	2021M05	1.730
