,Comunidades y Ciudades Autónomas,Viajeros y pernoctaciones,Residencia,Periodo,Total
1796,06 Cantabria,Pernoctaciones,Residentes en España,2018M08,134.235
1797,06 Cantabria,Pernoctaciones,Residentes en España,2018M07,108.661
1798,06 Cantabria,Pernoctaciones,Residentes en España,2018M06,49.532
1799,06 Cantabria,Pernoctaciones,Residentes en España,2018M05,29.731
1800,06 Cantabria,Pernoctaciones,Residentes en España,2018M04,36.867
1801,06 Cantabria,Pernoctaciones,Residentes en España,2018M03,37.370
1802,06 Cantabria,Pernoctaciones,Residentes en España,2018M02,19.232
1803,06 Cantabria,Pernoctaciones,Residentes en España,2018M01,18.755
1804,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2021M08,6.588
1805,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2021M07,2.744
1806,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2021M06,1.390
1807,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2021M05,905
1808,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2021M04,171
1809,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2021M03,1.158
1810,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2021M02,233
1811,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2021M01,395
1812,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M12,206
1813,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M11,126
1814,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M10,1.321
1815,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M09,614
1816,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M08,3.290
1817,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M07,1.791
1818,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M06,105
1819,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M05,.
1820,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M04,0
1821,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M03,541
1822,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M02,1.303
1823,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2020M01,819
1824,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M12,2.000
1825,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M11,2.758
1826,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M10,6.937
1827,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M09,11.105
1828,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M08,11.390
1829,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M07,12.451
1830,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M06,4.729
1831,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M05,2.639
1832,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M04,1.898
1833,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M03,1.279
1834,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M02,766
1835,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2019M01,731
1836,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M12,2.344
1837,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M11,2.197
1838,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M10,5.807
1839,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M09,10.666
1840,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M08,16.298
1841,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M07,17.449
1842,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M06,11.462
1843,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M05,7.411
1844,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M04,4.898
1845,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M03,1.527
1846,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M02,4.460
1847,06 Cantabria,Pernoctaciones,Residentes en el Extranjero,2018M01,4.536
1848,07 Castilla y León,Viajero,Total ,2021M08,29.489
1849,07 Castilla y León,Viajero,Total ,2021M07,23.242
1850,07 Castilla y León,Viajero,Total ,2021M06,12.204
1851,07 Castilla y León,Viajero,Total ,2021M05,8.859
1852,07 Castilla y León,Viajero,Total ,2021M04,5.867
1853,07 Castilla y León,Viajero,Total ,2021M03,4.702
1854,07 Castilla y León,Viajero,Total ,2021M02,2.686
1855,07 Castilla y León,Viajero,Total ,2021M01,2.464
1856,07 Castilla y León,Viajero,Total ,2020M12,3.425
1857,07 Castilla y León,Viajero,Total ,2020M11,2.088
1858,07 Castilla y León,Viajero,Total ,2020M10,6.558
1859,07 Castilla y León,Viajero,Total ,2020M09,9.355
1860,07 Castilla y León,Viajero,Total ,2020M08,19.982
1861,07 Castilla y León,Viajero,Total ,2020M07,16.345
1862,07 Castilla y León,Viajero,Total ,2020M06,1.650
1863,07 Castilla y León,Viajero,Total ,2020M05,211
1864,07 Castilla y León,Viajero,Total ,2020M04,0
1865,07 Castilla y León,Viajero,Total ,2020M03,2.574
1866,07 Castilla y León,Viajero,Total ,2020M02,12.292
1867,07 Castilla y León,Viajero,Total ,2020M01,8.453
1868,07 Castilla y León,Viajero,Total ,2019M12,15.229
1869,07 Castilla y León,Viajero,Total ,2019M11,14.042
1870,07 Castilla y León,Viajero,Total ,2019M10,16.477
1871,07 Castilla y León,Viajero,Total ,2019M09,16.288
1872,07 Castilla y León,Viajero,Total ,2019M08,25.238
1873,07 Castilla y León,Viajero,Total ,2019M07,20.767
1874,07 Castilla y León,Viajero,Total ,2019M06,16.140
1875,07 Castilla y León,Viajero,Total ,2019M05,15.863
1876,07 Castilla y León,Viajero,Total ,2019M04,15.116
1877,07 Castilla y León,Viajero,Total ,2019M03,14.946
1878,07 Castilla y León,Viajero,Total ,2019M02,10.041
1879,07 Castilla y León,Viajero,Total ,2019M01,7.447
1880,07 Castilla y León,Viajero,Total ,2018M12,14.657
1881,07 Castilla y León,Viajero,Total ,2018M11,11.999
1882,07 Castilla y León,Viajero,Total ,2018M10,19.214
1883,07 Castilla y León,Viajero,Total ,2018M09,19.003
1884,07 Castilla y León,Viajero,Total ,2018M08,26.911
1885,07 Castilla y León,Viajero,Total ,2018M07,22.464
1886,07 Castilla y León,Viajero,Total ,2018M06,17.264
1887,07 Castilla y León,Viajero,Total ,2018M05,14.062
1888,07 Castilla y León,Viajero,Total ,2018M04,16.733
1889,07 Castilla y León,Viajero,Total ,2018M03,16.601
1890,07 Castilla y León,Viajero,Total ,2018M02,11.180
1891,07 Castilla y León,Viajero,Total ,2018M01,7.387
1892,07 Castilla y León,Viajero,Residentes en España,2021M08,26.219
1893,07 Castilla y León,Viajero,Residentes en España,2021M07,20.002
1894,07 Castilla y León,Viajero,Residentes en España,2021M06,11.300
1895,07 Castilla y León,Viajero,Residentes en España,2021M05,8.176
1896,07 Castilla y León,Viajero,Residentes en España,2021M04,5.706
1897,07 Castilla y León,Viajero,Residentes en España,2021M03,4.551
1898,07 Castilla y León,Viajero,Residentes en España,2021M02,2.633
1899,07 Castilla y León,Viajero,Residentes en España,2021M01,2.342
1900,07 Castilla y León,Viajero,Residentes en España,2020M12,3.251
1901,07 Castilla y León,Viajero,Residentes en España,2020M11,1.906
1902,07 Castilla y León,Viajero,Residentes en España,2020M10,6.056
1903,07 Castilla y León,Viajero,Residentes en España,2020M09,8.871
1904,07 Castilla y León,Viajero,Residentes en España,2020M08,18.674
1905,07 Castilla y León,Viajero,Residentes en España,2020M07,15.855
1906,07 Castilla y León,Viajero,Residentes en España,2020M06,1.559
1907,07 Castilla y León,Viajero,Residentes en España,2020M05,.
1908,07 Castilla y León,Viajero,Residentes en España,2020M04,0
1909,07 Castilla y León,Viajero,Residentes en España,2020M03,2.387
1910,07 Castilla y León,Viajero,Residentes en España,2020M02,11.256
1911,07 Castilla y León,Viajero,Residentes en España,2020M01,7.374
1912,07 Castilla y León,Viajero,Residentes en España,2019M12,13.835
1913,07 Castilla y León,Viajero,Residentes en España,2019M11,13.000
1914,07 Castilla y León,Viajero,Residentes en España,2019M10,14.473
1915,07 Castilla y León,Viajero,Residentes en España,2019M09,13.956
1916,07 Castilla y León,Viajero,Residentes en España,2019M08,22.085
1917,07 Castilla y León,Viajero,Residentes en España,2019M07,16.552
1918,07 Castilla y León,Viajero,Residentes en España,2019M06,13.435
1919,07 Castilla y León,Viajero,Residentes en España,2019M05,12.879
1920,07 Castilla y León,Viajero,Residentes en España,2019M04,13.320
1921,07 Castilla y León,Viajero,Residentes en España,2019M03,13.554
1922,07 Castilla y León,Viajero,Residentes en España,2019M02,8.373
1923,07 Castilla y León,Viajero,Residentes en España,2019M01,6.606
1924,07 Castilla y León,Viajero,Residentes en España,2018M12,12.714
1925,07 Castilla y León,Viajero,Residentes en España,2018M11,10.716
1926,07 Castilla y León,Viajero,Residentes en España,2018M10,16.619
1927,07 Castilla y León,Viajero,Residentes en España,2018M09,15.422
1928,07 Castilla y León,Viajero,Residentes en España,2018M08,22.833
1929,07 Castilla y León,Viajero,Residentes en España,2018M07,18.001
1930,07 Castilla y León,Viajero,Residentes en España,2018M06,14.092
1931,07 Castilla y León,Viajero,Residentes en España,2018M05,11.460
1932,07 Castilla y León,Viajero,Residentes en España,2018M04,14.953
1933,07 Castilla y León,Viajero,Residentes en España,2018M03,15.069
1934,07 Castilla y León,Viajero,Residentes en España,2018M02,10.079
1935,07 Castilla y León,Viajero,Residentes en España,2018M01,6.553
1936,07 Castilla y León,Viajero,Residentes en el Extranjero,2021M08,3.270
